,ChenChao_PRO,Dave_PRO,Eric_PRO,Ethan_PRO,Khaondo_PRO,Niyilolawa_PRO,Pedro_PRO,Srivathani_PRO
NCBP2,0.822507888096746,0.179365965790874,0.685992931902155,0.948210056466505,0.0245970987956867,0.324669311843112,0.441947096109881,0.991020450743087
USP7,0.0031109528272166,0.0390343242854618,0.508095941161593,0.0417288044174989,0.100655321550321,0.0626418043550516,0.585760104792565,0.806826559422214
SCG5,0.347863285782772,0.0147503071115798,0.0687951195047171,0.0763607058171942,0.562359404362464,0.115530025788649,0.551144125807577,0.701469009121925
SLC2A1-DT,0.862294777457386,0.506233672410511,0.819558662758858,0.106740002787173,1.9092820278897e-05,0.238792013452396,0.858268763283796,0.443421752446527
ZNF438,0.310577787384177,0.137322338767095,0.932728078553341,0.791024252157084,0.683883568952995,0.381633605754468,0.668845292700446,0.900862945265501
UBAC2,0.82414384237188,0.935538527353109,0.99614394343753,0.976370099480128,0.830358777436162,0.944498834281149,0.957445990708102,0.934963058133656
CPB2-AS1,0.0713572828396415,0.0008546259396579,0.622853008623795,0.277508686359571,0.7523917984613,0.0905633434891434,0.235815558919349,0.321633357847862
ICAM3,4.98846912414661e-06,0.0004101199775178,0.0079522116366845,0.013427885478281,4.27111015539723e-08,0.0008441276068635,0.019078572890742,0.019747996517021
POLRMT,0.0059088116672999,0.0004747874707933,0.142679422982187,0.0669494259277068,0.0574210540259571,0.0928102215532219,0.416895874298024,0.486722984158595
ERP27,0.0054593769601509,0.931734944226398,0.985630134127702,0.3924749941086,0.0575557660125257,0.0050715216832938,0.620029792894698,0.126038143104034
TRIM2,0.957849635908315,0.819987306733839,0.99132916161133,0.999311768721379,0.851977796831061,0.786836995575539,0.979951090009199,0.973747636123454
LOC100132154,0.0777903403477647,0.0728582740302559,0.785659430519979,0.603886703231984,0.586181778189483,0.0065363709852454,0.750970697440894,0.219130487696889
C10orf95-AS1,0.0424838508527458,0.0091824433316572,0.18868832614818,0.118288746099745,0.740042833473685,0.164802944776259,0.289953508123672,0.4033440059489
ING1,0.356286170749835,0.724843200869515,0.960435706524864,0.346229258388421,0.181386888298205,0.823113805513216,0.962274280795713,0.949709571744708
FAM98C,0.944242719235414,0.815652434123387,0.564880735662646,0.235138313923151,0.569710022254537,0.0411956085700428,0.476560617137906,0.949709571744708
LCOR,0.14864395988632,0.141238474396138,0.456334214153874,0.2782709984459,0.156467760703554,0.0601841471590274,0.288403017092108,0.5728015695781
WWC1,0.769770074665461,0.305389589329573,0.947146004594501,0.946886229343706,0.582155853447225,0.970353223744258,0.941442738979983,0.999010076172755
USP27X,0.314389044569174,0.574120922131319,0.957675475851611,0.972243760064878,0.953843376935864,0.828903046673375,0.952957855610542,0.484436909308332
XKR9,0.173578326280863,0.154193052948855,0.588763311840575,0.292331289277816,0.316808452213767,0.827662290063302,0.418116813760853,0.378782328489089
CENPB,0.607053649009426,0.394457579166798,0.985554487628101,0.994653825594109,0.934934665485674,0.899178945003362,0.833293833272778,0.788917772971963
PABPC4,0.0011208473283902,1.10863397008149e-06,0.226205155006833,0.0527414816726026,0.0455787844586469,3.4301315353943e-05,0.0107068433529166,0.203293127658639
CCN5,,,,,,,,
ELF3-AS1,0.0119792749379942,0.228661849947811,0.0268277561420523,0.143900294993382,6.6303582582621e-05,0.0469893294445488,0.0503016967884695,0.175271712484625
LOC124904310,0.821495023733478,0.875207452836274,0.110294631093696,0.399968751414991,0.800526122942322,0.261189918016489,0.828987462294197,0.605430950823184
YARS1,0.0004261036165771,0.0004160235081777,0.640047501817018,0.0005874244070139,4.40826509798728e-07,0.0002604437169611,0.0366901701201365,0.122764455990605
NHSL1,0.839009239184429,0.418876619609267,0.981175918631986,0.904748478902016,0.77482218616322,0.279475145370325,0.957163494645189,0.865383804283794
ACER2,0.0002657799544882,0.033279811811325,0.0293978468670376,0.0274918714407248,0.00024492443543,0.0002674664183608,0.0080548203895022,0.010353683575922
ST8SIA4,0.815133195671626,0.971908993105626,0.992009442807308,0.976370099480128,0.670617458674972,0.963508201901317,0.98587400839388,0.996337597477182
ARRDC3,0.0189896620930264,0.401208243732611,0.729210604616885,0.637728966965293,0.0721249391297008,0.0104125648939133,0.280669365117461,0.0052144630924518
TUBGCP4,0.0647633107053023,0.922758516887369,0.762700108025324,0.394129566483836,0.191179897459514,0.348534519809415,0.274119821781915,0.976724394095198
UBE3B,0.265493936030283,0.885556442562549,0.947146004594501,0.692892221640889,0.687608203671224,0.574608254839285,0.992945246563532,0.879579356356849
PCBP3,0.887643562539113,0.0300055422098847,0.975622655236819,0.811519619274364,0.338351130600704,0.535890879529301,0.93303349586776,0.324975917326866
CKLF-CMTM1,0.0966373846681245,0.930298627249798,0.903239255406338,0.306494108502393,0.526535822459353,0.169208791001671,0.0892418827273611,0.711754688882703
AHNAK,0.811990596638729,0.964191447739188,0.957207766431831,0.936721874393811,0.900186334305184,0.973310969064311,0.936463547769737,0.999010076172755
SYNJ2BP,0.433674586442831,0.0109871625513182,0.763875603285993,0.34351690799423,0.10823490911792,0.210334214122199,0.961980058308111,0.98121849624115
CNNM1,0.626245875256225,0.891250497250744,0.951251583835927,0.80256892857088,0.979404233267641,0.657686669148655,0.900382638880632,0.770426661442104
LOC105375044,0.639883671355065,0.0314094074911109,0.134394841129136,0.005109469043311,0.892597146628676,0.018106527816898,0.225614870907936,0.0134567729279474
HAGHL,0.789846704411995,0.142034146830965,0.871404801081075,0.610875839465267,0.955291465008033,0.855756870688426,0.906351426878013,0.529342498865792
OSBPL2,0.242472535876028,0.009455583166407,0.271792492877946,0.196503104900884,0.180749355916913,0.124276915527528,0.221650480772639,0.959322866851438
VEGFA,0.0362438308097257,9.9223328440974e-08,0.376646472004093,0.310598741488694,0.133646046098542,0.0009858509902082,0.0011956431772046,0.0211819578402064
CIAO3,0.209406276546681,0.122206175371699,0.99285717058764,0.150793143045086,0.435935188367435,0.206948529979657,0.16881334337524,0.698457420381499
UBR7,0.175489731799306,0.993096830583105,0.991359824644207,0.159858033650123,0.0242709719160912,0.897162902154875,0.819084600722999,0.995468278149001
BYSL,0.872480816776243,0.313284979301829,0.931983704175846,0.458586690086298,0.761815787247223,0.804418264031949,0.955372999925815,0.72706914726098
FAM149B1,0.532243270021263,0.715741584719544,0.932943841571146,0.856705688152811,0.524539001975091,0.448276704134893,0.795878791828282,0.529176257926439
LRRK2,0.87183088483085,0.848920487428371,0.945907394413939,0.832774353767703,0.631230053714309,0.859306935303583,0.964484647414012,0.882505026053658
ANKRD39,0.0495256866043573,0.0792474558543039,0.404454676831162,0.818706541600177,0.22981190847808,0.354241777459299,0.22547763161782,0.33389751334145
NECTIN3,0.596145894664348,0.568190014626938,0.863307532884686,0.820534056983874,0.160982851333044,0.0022925406152812,0.155112420273767,0.673409323251716
MEI1,0.459365894717621,0.206054933158719,0.684487217834039,0.0732738923615153,0.919542665315471,0.188570230175964,0.236819997072051,0.826735017857375
IUR1,0.0015711799625746,0.0851210310503362,0.0032166475523248,0.0148569543813158,0.0001983512691815,0.0150531896874733,0.00018597093641,0.0203835624234823
RRP12,0.573315741769696,0.20317916617692,0.671224468426283,0.749618035695552,0.943371209769628,0.619804619054079,0.936011488655508,0.986771018298157
LOC107985211,0.118378053664394,0.164834433957319,0.832820836082977,0.37754534291025,0.195111438095028,0.840422798292712,0.514995960259742,0.316649384836559
LOC105369904,0.277520494489307,0.182898653037359,0.0080057160846996,0.0442133414563717,0.832323940849245,0.144885125072312,0.0820997417070443,0.278561024902294
LOC105377428,0.208366217615847,0.998992206759887,0.999512864361057,0.672876534253284,0.708936470147214,0.47541417036797,0.268488331754502,0.483700613400633
IPPK,0.668330230344227,0.122077599411865,0.473457341272054,0.239439549453277,0.249643073390653,0.236976170551896,0.267260591132842,0.983310238092531
ZNF814,0.492053901957501,0.591779974390922,0.972493610028414,0.764064898414384,0.668842786299683,0.376436481854332,0.371285531104401,0.999032963335322
LOC105377590,0.185998868834469,0.61369737200422,0.710227466225932,0.564233504186638,0.303570812774243,0.110294757132971,0.5579393513025,0.348989234501734
ZNF195,0.98095586176437,0.816894581161371,0.916646510365556,0.83601473214986,0.301372075913608,0.993585072816668,0.645000164705757,0.868303411744952
PLBD2,0.449096293218325,0.0081108663204649,0.713392397875469,0.265303631241694,0.489932899139561,0.778215978115408,0.912462501010786,0.657112376361085
REST,0.0008288424434635,0.0001118861190609,0.109171113634147,0.0218360420909184,1.30250960836242e-05,0.0003924114554915,0.0424267429287362,0.0111114794467017
OSER1,0.23298286216424,0.789041472789624,0.871404801081075,0.51305687829732,0.0208816299651006,0.300526875224546,0.10382345165589,0.767036013111405
SMYD4,0.0305888710824085,0.0020776569501695,0.78678196575996,0.533059404247117,0.0064178757893223,0.0919553878178401,0.551144125807577,0.296696043335078
LARGE1,0.643783525751222,0.976019927365488,0.975622655236819,0.928865748212061,0.692143051843495,0.87082090987466,0.888463829097211,0.955632776107928
SERPINB9,0.0194405691231214,0.126671474832368,0.007079220519721,0.0001086779723754,0.0008002361673709,0.0001817977933973,0.0166161984039015,0.517667003366698
LOC124901990,8.15834402096769e-05,0.0624851199959032,0.0253329020741513,3.45060617203238e-05,8.29746835443168e-08,0.0036582249231439,0.0043348304118758,0.0017084553176668
ALMS1P1,0.937297141650674,0.0164755916676468,0.0040584807927214,0.0014945579904391,0.0098617431071804,0.0360378095323313,0.790973922224081,0.29955658987438
LINC00996,0.0269647522985467,0.226000491210389,0.566287265185316,0.599571135642761,0.0032544662772013,0.0509553322865208,0.471247559476993,0.151307573163762
WFDC2,0.860004125692127,0.0019435881776707,0.9993513854795,0.800239815193464,0.539519070190599,0.421141451569167,0.992945246563532,0.115647656506479
UFSP2,0.0183052221332125,0.193300917028848,0.437145788185499,0.0690961079442766,0.0242709719160912,0.0324469490347821,0.0389424940002974,0.243131522812299
LINC00540,0.45238099855907,0.048673602088382,0.106129134853495,0.393706657869935,0.10578464641218,0.0197708652155796,0.0491853509174209,0.942312781797573
GSPT1,0.0046239989981881,0.0035887117191928,0.149247899853066,0.0082682678566539,4.8344290484505e-05,0.0004183440295148,0.0625008744675236,0.135134724553852
TIGIT,0.892717210240511,0.49048823573513,0.998156773773354,0.678273874764757,0.508688639196174,0.574608254839285,0.95958924551991,0.84662526326183
KCTD13,0.814660514605896,0.435186674056805,0.350161040713154,0.254540611353503,0.42953261578743,0.376753772957615,0.31268911013253,0.937581936791814
LOC122526780,0.653342046601305,0.0004641407997031,0.84487003437852,0.167051377526489,0.960708638894451,0.668441497231928,0.700943039232339,0.985350580316807
SLC31A1,0.0822786304503242,0.327559367077514,0.960792351843968,0.780447549250029,0.0011775087372661,0.0807981262999817,0.279747980323105,0.806433876959965
TUT4,0.813227167633453,0.828216842644922,0.901813266588544,0.866700792235824,0.659311409587636,0.879120533499671,0.987847529368108,0.93954999593464
C6orf136,0.359286866106376,0.0096074745745446,0.759575343629422,0.0378630723934811,0.159227798337285,0.146244814248265,0.415451618895097,0.889690707001914
CASP5,0.0024975115677376,0.040539313542264,0.142901289601269,0.344878632122234,0.0136810141051923,0.0301313077749241,0.0055909850837696,0.0579063535985019
CEP164,0.180981149507709,0.0126795904099943,0.0549773431762492,0.104383132287334,0.160554730050979,0.150608039530853,0.0793630245070077,0.664465225607146
RAB20,0.932687639503237,0.91346442783303,0.910150246836815,0.814156486869201,0.917432335604542,0.85753778513822,0.59786303259242,0.989888699749326
ZSWIM5,0.659473065826536,0.397255859034681,0.695562518340734,0.905042565495218,0.166112215850284,0.563432112546646,0.505215427602348,0.991020450743087
DPAGT1,0.573344218831558,0.998992206759887,0.998415331276593,0.796477958596824,0.0183846140984672,0.598461328063887,0.849726371311658,0.890717410935761
ALCAM,0.933228978329242,0.934193508373898,0.993579215618247,0.961667296298573,0.613188896737407,0.970247795132125,0.938222650219302,0.985350580316807
TP53,0.63864025596573,0.0644688709844628,0.727486400204391,0.481650858631323,0.706019213084905,0.518630258320721,0.883416692438885,0.99024417361172
SUSD6,2.07900642670658e-10,0.0004294666818505,0.0011444057225774,2.31837463606256e-06,3.02639731206928e-07,5.3319570433555196e-11,7.53215189512573e-05,7.92763361594879e-05
ZNF71,0.112897886800232,0.568953542983895,0.749417893782033,0.774500574400253,0.159417563727813,0.16788173249614,0.819795386596508,0.531337863930059
VPS18,0.947727208545327,0.455040557911066,0.878374252238652,0.730011142564624,0.861744641328651,0.967242032415594,0.914121239637588,0.991020450743087
PIGX,0.51391369566269,0.426557048606892,0.901491711265326,0.563538696476439,0.0027189694633292,0.203187070595884,0.170441217830251,0.784986776475914
LOC101928438,0.0709147098999652,0.192409052656813,0.881415508419972,0.636078181974602,0.326042179326525,0.0008672567474853,0.0345111608993236,0.191564991663299
TMEM9B-AS1,0.82331514511142,0.94364638168464,0.920499052373096,0.382546125055268,0.979667172791774,0.935900157946785,0.458041569229121,0.851018696404415
ZNF587,0.198918516979124,0.165815019551155,0.221572951427439,0.0767387032868349,0.717545134924806,0.889201066349013,0.826786168141849,0.764246451178436
PODXL2,0.349421280651622,0.0025311149856634,0.887456599921058,0.864710172173732,0.89594129483487,0.0792732629787513,0.645863040698267,0.606108772473562
B3GNT9,0.942453975066964,0.800399335465579,0.411384653548297,0.498232959508004,0.0397040154892786,0.788377037099272,0.361236491508953,0.643787386289653
EEF1AKMT4,0.0474485066812385,0.0026706771015822,0.114812490547611,0.0536297874794625,0.106559456150584,0.13606022032128,0.0432987420152451,0.271837944083732
PSMF1,0.0059860640406406,0.0013520772603156,0.904956191305937,0.0604403170747181,0.0136344841200568,0.0272989423051397,0.0562461060580716,0.0651843874778733
FADS2,0.011858708292396,0.0340351058123868,0.485840573963447,0.171567230468417,0.113535059264329,0.004644744317741,0.648862692264174,0.240236676362829
FXN,0.969075284133198,0.254654089078896,0.766615470837821,0.735208291979663,0.95025297392373,0.563070380080233,0.259709909074795,0.715566019241909
ENOX1,0.428084154632696,0.709380449278168,0.944805654195207,0.738643346216749,0.251274287620153,0.277642350497355,0.551997492958535,0.882086168819049
LTB4R2,0.890926904492573,0.760212765444903,0.928837645954918,0.824410712494955,0.0122364390985381,0.924815738882506,0.854911199650976,0.752307147666016
CYP3A4,0.261376167269934,0.766727369982649,0.948225747380885,0.865774604066325,0.804279110614995,0.493488683979582,0.871097162967052,0.8471151109749
PRPSAP2,2.79399625401895e-07,0.0138952998123148,0.0053024120561314,4.08775102065534e-07,9.73562467501892e-06,0.0001804429156105,0.0002119182705836,0.011983952689928
LOC124902686,0.42498953478504,0.70141763506527,0.792256603656905,0.643115879238363,0.0986258839757276,0.217150654005841,0.226256579090244,0.726857727165578
NPTN,0.248491401955844,0.346299842924581,0.381118681897997,0.187551546035424,0.060375502599035,0.172872073434151,0.497616068217079,0.740189497411044
RNFT1,0.523800963904337,0.968163705794854,0.993579215618247,0.484403881215947,0.573877758530705,0.993005960081955,0.456382654813341,0.899526409335236
PNKD,0.91830515075915,0.896675871856532,0.975622655236819,0.929992726758582,0.438485379203702,0.485419482989806,0.74342609083649,0.767893852671332
DCP2,0.0583858414395391,0.0009164957255569,0.0061523651155079,0.0182864239134828,0.0527855045932145,0.0011364068185864,0.0210854527657729,0.154246044233216
